"","text","data.label"
"1215","aneh heran banget saya sama bijak di negara ini mudik di larangsekolah tutup bukan nya selesa masalah covid di indonesia malah nambah masalah meluluwnaindia bukan nya kita ga en baik hati sama merekatapi indonesia juga belum pulih corona nya ","Negatif"
"1216","corona aja terus anjing ngentot","Negatif"
"1217","kapan lah koroncek ini hilang bosen gin aja corona lockdown maupulkam mudik mudikdilarang panas indonesia","Negatif"
"1218","virus corona itu tak kenal pangkat jabat profesi strata sosial bandit atau santri sekalipun jadi larang ya larang jgn pakai dispensasi","Negatif"
"1219","mungkin beliau yg mengijinkan mudik sdh punya amal doa mujarab tolak corona ","Negatif"
"1220","santri kebal corona kerja rantau tidak ","Negatif"
"1221","apakah anda lupa era bos anda bapak sby itu jalar kasus korupsi bahkan lebih erik dari pada sebar virus coronacovid jangan duit bahkan panci bekas saja tilap oleh orang mantan menpora yang ga hafal lagu indonesia raya bravonkri nanggala","Negatif"
"1222","corona emang bisa bedain mana yg santri mana yg bukan","Negatif"
"1223","wapres lebih baik diam saja sekal keluar nyata selalu bikin rusak system selain itu memang corona ini milih siapa yg akan tular wapres ingin santri bisa mudik pemerintah minta tak banyak dispensasi ","Negatif"
"1224","angkat corona zoom dari jam mampus ga tuh ngantuknya kek gimana itu ","Negatif"
"1225","ada cap bebas corona juga bagi santri ya bu khofifahip hadeeuh ","Negatif"
"1226","bahkan berita disebutinnya mereka charter pesawat ke indo gampang itu kah macem charter angkot ciumbuleuit mau ke ciwalk wni yg mo pulang krn urgent cases aja konsultasi sana sini dulu kok yang wn india bs bgt masuk ke indo dgn alesan kabur dr corona u so unfair imigrasi","Negatif"
"1227","corona emg hancur segala ","Negatif"
"1228","corona bangsaattt","Negatif"
"1229","moga corona cepat berlalukeadaan jadi lebih baikdan lebih baik lagi ","Positif"
"1230","gua en nonton batman ihh gegara corona sih","Negatif"
"1231","ah kenapa ada corona sih","Negatif"
"1232","corona rame lagi gak tanem bunga lagi entah mau gimana lagi klo terusterusan gin","Negatif"
"1233","baru dipulangin wna india langsung aja lah semua repotin indonesia aja dah tau corona masih tinggi","Negatif"
"1234","jam sekarang batuk dikit kata corona","Negatif"
"1235","corona kpn kelar woi masa sma gue cuma sia sia rumah doang","Negatif"
"1236","nangis aja pojok liat org kumpul sama keluarga gabisa mudik mo sampe kapan bapak ibu corona g bakal hilang kalo mall tempat wisata dll boleh buka sedang mudik yg jelas ketemu sama keluarga larang ya enak kalo keluarga deket lah anak rantau ","Negatif"
"1237","sebenernya gak ngotak yha masih corona gin itu alunalun ramenya kayak pasar malam mana gak ada prokes tapi gua turut unjung juga hahaha ngelesnya tanggung kalian lewat deket situ","Negatif"
"1238","cipta virus corona dan di lndonesia jika ada umat islam yg masih percaya pada sifat dan sikap china mereka golong orang partai pkb dan puak puak said aqil siradj ulamaq keparat bakal jadi laknat trims ","Negatif"
"1239","ingin gw banyak salah satu en les pianoles gitar bisa dance dll mau gw juga besar en nguasain itu semua tapi garagara corona itu jadi hambat","Negatif"
"1240","corona jadi standarisai untuk segala bidang luarbiasa kerja olahraga transportasi dll gedegg bgt sama penykt ini","Negatif"
"1241","alhamdulillah kabar baik ya mba moga terus landai kasus dan corona segera lalu aamiinn ","Positif"
"1242","gara gara corona nih bgsl","Negatif"
"1243","rasa aneh kata corona itu mati tapi dari dulu rokok sudah di buat di bungkus dapat sebab kanker jantung dan mati dll kenapa manusia tidak takut ","Negatif"
"1244","asal mau lebaran berita corona naik lagikalau ga lebaran redup","Negatif"
"1245","tes corona rapid dkk sudah jadi lahan bisnis ada yang pernah hitung gak ya","Negatif"
"1246","corona sekarang cuman jadi jokes aja sini heran","Negatif"
"1247","corona anjeng","Negatif"
"1248","punya temen otak sempit emak gua kena corona abis vaksin bilang kok bisa gitu ya abis vaksin malah positif gilir gua negatif covid padahal rumah sama org positif bilang garagara rokok berak kuda njing","Negatif"
"1249","bilang si ga tarawih karena corona eh nyata lagi nongkrong bareng temennya padahal tarawih juga bisa rumah kali kalo males tuh bilang bosstt gosah sok alesan corona","Negatif"
"1250","mari jenak kita semua doa untuk neger kita cinta sudah cukup corona babi buta tolong jgn ada lagi yg luka prayforkrinaggala krinanggala ","Positif"
"1251","sianjir bisabisanya bersin teriak corona koplak koplak","Negatif"
"1252","karna corona trs ga ketemu anjing emg corona ","Negatif"
"1253","setelah taun muak banget sm corona en pulang bgt ","Negatif"
"1254","jarak jauh ketat jarak dekat amanjd corona bingung milih kereta yg mana ","Negatif"
"1255","corona kenapa kamu byk ngilangin orang baik yg pernah ku temu entah krna jarak nyawa lain","Negatif"
"1256","kira corona bisa ngefilter orang ","Negatif"
"1257","kesel bgt corona udh depan mata masih aja gamau pcr e bilang gamau soal mahal udah gue gratisin masih aja gamau kesel","Negatif"
"1258","khususcorona tidak kenal santri maupun non santriada ada aja ","Negatif"
"1259","ooh jadi santri kebal corona yaa pak ","Negatif"
"1260","corona tuh masih ada kenapa si deket deket heran","Negatif"
"1261","kesel de corona gin baru bnr jd kpopers kalo ada event bias ultah kan dulu bs dateng hiks skrg susah","Negatif"
"1262","corona belum bubar udah bikin posko sedih mah kalau diceritain ","Negatif"
"1263","konspirasi corona ajang atur atur yg kecil di paksa patuh yg mewah beri akses mudah anda waras bos","Negatif"
"1264","masih ada aja ye yg na knpsi foto aja pake masker takut corona yaelah masih aja hey mau aku tampol kamu","Negatif"
"1265","masyarakat sudah susah karena corona bijak malah buat masyarakat makin susah mikir uang mau di buat kalian ya ","Negatif"
"1266","king taeyeon corona enyah kek lu bangke gue pgn nonton konser offline fak ","Negatif"
"1267","ok mind your own business aja dah mau tingkat kan ajar aja yg cepet biar cepet lulus juga gausa ribut offline corona blum dipastiin ilang kapan lu mau brantem offline juga gabakal ngaruh ap sm ada corona main mah main aja ke dramaga gausa bikin ribet asli ","Positif"
"1268","idih beneran dah corona cepet pergi gue pusing lama ngerjain tugas tapi data ga ngerjain ","Negatif"
"1269","corona itu nyata dan masih ada","Positif"
"1270","bukan sdh otoriter daulat rakyat sdh tdk ada mau mudik utk silahturahim dgn sanak keluarga larang alas demi selamat rakyat namun ratus wna india masuk sedang negara kasus virus corona sedang gila ","Negatif"
"1271","orang orang slama corona ko bisa si makin kuyus lah gw makin kaya bakwan ngembang taik ","Negatif"
"1272","ketika rakyat indonesia yg lugu percaya ada corona pemerintah malah makin tunjuk langkah tolol bisa makmurin rakyat gak lalu laku tekan cara kecut pada yg lawan jiyah kagak takut guwah gusti alloh swt mboten sare wan ta ","Negatif"
"1273","cinta sih tapi ga gin juga gua aja sampe antem gara corona eh lu malah begini ah e ga kelarkelar ini pandemi kalo otak kek gin huft ","Negatif"
"1274","lucu negara saat warga negara indonesia wni larang mudik situ pula warga negara india wni larang masuk mulai hari ini mungkin samasama wni kalau singkat padahal mereka sudah ada di gelombang dua virus corona","Negatif"
"1275","yg lain larang mudik santri boleh mudik kira corona gabakal nyerang santri gitu ye udah lupa sm kasus di gontor kali ya kok bisa nya minta dispen santri boleh mudik bener‚ adil sosial dengan skb","Negatif"
"1276","habib lu kejar kejargiliran wna beneran positif lu bilang jangan kawatirindonesia banget deh wna india yang positif corona isolasi di hotel jakut pangdam tak perlu khawatir ","Negatif"
"1277","orang kalo udah ga suka mau kita bela diri kaya apa tau juga tetep ga suka jadi ga perlu repotrepot ngebela diri ada manfaat juga nih si corona ada istilah yg bisa kita pake jaga jarak","Negatif"
"1278","tak perlu khawatir jahat banget luu saat juta rakyat larang mudik bahkan ada wacana larang sholat ied banyak larang‚ atas nama covid gilir wna jelas‚ bawa virus ke indonesia rakyat suruh tenang anjaaayyy jgn lupa syuhadafpi ","Negatif"
"1279","udahlah miskin kena dampak corona emang asu udah hidup","Negatif"
"1280"," wna india yang positif corona isolasi di hotel jakut pangdam tak perlu khawatir heran yg begini di angap enteng asa sama hrs galak bapa ini restycayaaah apa tangap anda buka kangen nanyain pa dadang ","Negatif"
"1281","rem bgt corona di india takut indo juga kaya gt soal ini orang udh pada ga peduli apa ya ","Negatif"
"1282","corona anjeng ","Negatif"
"1283","efek setengahsetengahnya tegas pemerintah yg kait dengan wabah corona jadi banyak masyarakat pro kontra masuk soal buka sekolah dan mudik ada yg patuh ada yg ndableg ada yg netral ada yg dukung dan ada yg bangkang","Negatif"
"1284","en banget kasi sempat buat haji atau umroh bareng keluarga moga corona lekas selesai lancar rezeki panjang umur serta beri ksehatan selalu","Positif"
"1285","corona blm selesai ya anjirrr skrg gue liat udh jadi banyak yg abai lg kalo pake masker itu wajib","Negatif"
"1286","pgn banget magazine nya ueueue tp cm buat yg ikut event ya ih benci bgt gue sm corona yaallah gue gboleh mudik ke jkt pdhl pgn bgt ikut event ini ","Negatif"
"1287","selamat tuna ibadah puasa moga pandemi corona segera akhir aamiin ","Positif"
"1288","stop buat orang tua yang selalu brain washing pikir anak dah cukup aku stress gr corona takut anak mau eksplorasi di luar mampu pliss ","Negatif"
"1289","lama bgt corona apartemen gue di korea kosong rem ye njing","Negatif"
"1290","rantau ga asik lagi sejak corona hadeh","Negatif"
"1291","wkwk udh ga heran sih ama investor ritel gen corona paling nyaring klo dah bunyi ntr klo dah bubble paling ngeringis blom aja kena bubble ga ada instrumen investasi yang naek terus ada kala rehat alias rebound ke bawah klo naek terus mah itu judi","Negatif"
"1292","trus knapa gua rada benci ama ritel gen corona yg maen kriptoan gara elu komponen pc jdi langka and mahal coi","Negatif"
"1293","sejak awal ramadhan sudah bisa prediksi jalan macet tiap sore jelang buka tempat makan tempat ngopi rame liat situasi yg rame ini bakal terus sampe lebaran arti setelah lebaran bandung bakal panen corona siap siap aja kayak di india ","Negatif"
"1294","kita doa moga virus corona segera musnah dari seluruh dunia moga bumi lekas baik","Positif"
"1295","moga corona cepet ilang ya ","Positif"
"1296","bismillah corona ilang ","Positif"
"1297","virus corona sungkan sama masyarakat indonesia","Negatif"
"1298","corona tangis lihat ini ","Negatif"
"1299","nggak tau lagi deh harus ngomong apa moga aja kasus corona cepet selesai dan nggak ada korban lagi ","Positif"
"1300","rakyat susah garagara corona tolong henti corona dan segera cair dana di bank swiss ","Negatif"
"1301","beli online karena ga mau keluar tp gue tetep harus ambil paket dari pos sekuriti ke rumah alesan kurir ga bole masuk karena corona tapi tetangga ngobrol ga pake masker bgst","Negatif"
"1302","corona nya sih masih ada cuma protokol nya aja yang gada ","Negatif"
"1303","corona bangsat maaf gue kasar tp emg iy","Negatif"
"1304","gabut bnget kapan corona ilang kapan sekolah kapan duit ngalir lagi kapan kapan kapan","Negatif"
"1305","lupa korupsi asabri dana bansos blbi bumn semua rugi hutang negara bumbung tinggi kerja sulit cari rakyat tak mampu beli corona makin tidak kendali who care semua sibuk dg pelanggararan prokes maulid nabi radikal radikul dan toa masjid","Negatif"
"1306","ngaco anjr ngajak bukber angkat dh tau corona","Negatif"
"1307","dosen di kampus gw kok geblek sih udh tau di medan bnyk corona tp malah tiap minggu sekal nas ke medan","Negatif"
"1308","ribet bat corona","Negatif"
"1309","konten kek gin kurangkurangin kek anjir ya gue juga tau maksud lo canda tapi kan ga semua orang jalan pikir kaya lo bisa aja dia rasa superior terus akhir keluarkeluar rumah apa ga cukup dari corona mulu buset dah ","Negatif"
"1310","kaya gimana sih ya ah corona doang yang kata kiamat aja ga jadi tuh masih hidup gua sampe sekarang bukti kalo gitu gimana astaga gua asa lebay banget tapi capek liat konten kaya gin anjrit","Negatif"
"1311","mungkin klo mau di tes saat ini akan lbh byk krn di desa sudah gak ada prokesorg sudah bebas kumpul di rmh makan dllseakan sudah gak ada corona ","Negatif"
"1312","gak apa kena corona dua kan kalok tinggal kurang orang goblok di indonesia ","Negatif"
"1313","ya allahsemoga corona cepet lalu cepet selesai moga dunia segera pulih ","Positif"
"1314","lagi ada di fase en wisuda tapi malas kuliah en pintar tapi malas ajar dahlaah corona bangsat ","Negatif"
"1315","tawa deh liat respon orang pada ngarep corona ngilang pas orang ini pulang ","Negatif"
"1316","tahun lebih corona alhamdulillah gak gila","Negatif"
"1317","suruh traweh alas corona gilir nongki kok langsung gas hhh lawak","Positif"
"1318","corona kapan kelar si anjrit gw udh mo kelas woy","Negatif"
"1319","lgi gak lebaran sama kakak gue anjim corona cepet ilang kekkk nyusain aja","Negatif"
"1320","corona blm pergi ada lagi ya ampun sudah semua ini","Negatif"
"1321"," momen penting lewat begitu aja tanpa solusicorona jancok","Negatif"
"1322","corona bajingaaaaannn","Negatif"
"1323","alhamdulillah habis gin corona selesai ","Positif"
"1324","allahumaa kalo begini kapan renti drama corona ","Negatif"
"1325","alhamdulillah bentar lagi gada corona apa gampang lagi ","Positif"
"1326","moga tabah dan derita dan uji berat ini segera akhir lewat kerjakeras semua pihak kita sehat bila orang lain di kitar kita sehat orang lain di kitar kita ikut sehat bila kita juga sehat ","Positif"
"1327","awas ya kalo jatim jadi terminal corona ibu gub ujung jangan nangis air mata bombai ya nangis nangis mewek mewek minta di bantuin minta dikasianin sama pusat ","Negatif"
"1328","enak tp skrg corona bgst kpn dah ilang nih setan ","Negatif"
"1329","di terminal sama bapack‚ yg ngomingin konspirasi corona huft","Negatif"
"1330","semua org juga tau kalau abis positif harus karantina minggu lalu bisabisanya ngeklaim udah gak bisa nularin corona karena udah lewat minggu dan ngeluh udah en nongkrong ya allah bener uji sabar wkwkwk","Negatif"
"1331","ni org india yg kabur ke indo grgr corona bisa g sih ditembakin aja anjynk bikin chaos","Negatif"
"1332","adu mls bgt kalo banyak org plis beberapa org aja w tu takut anjrit mana lagi corona apa pd gatakut kali ya","Negatif"
"1333","jabat gapenting yg penting negara gua bisa sehat dan sembuh dari corona orang baik macam gin emg pasti bakal banyak benci ","Negatif"
"1334","jahat bgt corona ibukku rancam lebaran cuma ber di rumah papah gabisa mudik aku gak libur","Negatif"
"1335","makin aneh aja ini corona","Negatif"
"1336","moga corona hilang dari muka bumi dan tatanan hidup manusia bumi kembali normal seperti mula ","Positif"
"1337","norak anj trendingin kek jadi berita yang serius kenapa sih gilir kaya gin susah buat naik mikir lah bakal banyak yang nular si corona gw sangat yakin ga salah lagi","Negatif"
"1338","lagi apa hubung gak mandi sama dengan cegah corona gak jelas bangett bangsattttt yang ada malah gatel mana dibatesin lagi ke kamar mandi","Negatif"
"1339","udahlah jgn bahas bahas corona","Negatif"
"1340","corona anjing larang mudik juga anjing astagfirullah ini kasar tapi nyata nya emang anjing","Negatif"
"1341","gilaaa dimanaaa‚Äù macetttt smpe udh dkt gang rmh aja macettt corona dah ga ada kyknya jir","Negatif"
"1342","mellow gin anjim kenapa harus pas corona sih ajig moga tuhan tau asa saya","Negatif"
"1343","rame benerr corona woiii","Negatif"
"1344","oscar tahun ini tidak bombastis tahun belum acara begitu emang jadi aneh semenjak corona","Negatif"
"1345","corona variant lama aja diindo blm musnah ini nambah lagi variant baru yg lebih bahaya yaallah sampe kapan ini wfh terus ","Negatif"
"1346","lama‚ gedeg aing sama coronacepetcepet pergi deh kita semua juga en hidup normal lagi seperti dulu en hidup bebas lagi coronaviruspandemic","Negatif"
"1347","suka miris kalo liat di tiktok orang jual dikerumunin orang banyak ga pake masker gitu sekal suruh pake masker bilang ga percaya corona satgascovidid padahal hampir tiap sore live di tiktok ga pake masker ","Negatif"
"1348","anies mana tetap aja ga rame orang datangin dan mau foto memang dia kayak ga repot nerapkan protokol sehat karena pada hakekatnya dia ini lebih bahaya dari corona ","Negatif"
"1349","alhamdulillah corona bakal ilang nih ","Positif"
"1350","corona woi awas lu ya get well soon phi tay ","Negatif"
"1351","baru ngerasain ngutang sama keluarga rasa ngutang sama debt collector tagih langsung depan kamar wkwk resiko beban keluarga akibat corona gin amat yak ","Negatif"
"1352","corona lu jahat bgt ","Negatif"
"1353","corona anjing udahan kek lo ga bosen apa anjing en marah","Negatif"
"1354","corona cuma ada buat orang kiss horang kayah mah ogah ","Negatif"
"1355","corona cepet musnah kek lu","Negatif"
"1356","anjir lemes bgt woi corona lo ngapain nempel ke tawan anjir","Negatif"
"1357","sumpah kesel bgt lg ngantri malah serobot please lah suruh jaga jarak pas ngantri tuh buat cegah corona bukan buat nyediain space buat serobot anjinggghggg kesel bgt ","Negatif"
"1358","udah dua lebaran masalah koronatapi kenapa pas momen mau lebaran aja corona raja lela bos mikir bos kami pulang untuk nemui sanak famili bukan gaya gaya di mal bukan selfe selfe tempat wisata maldibuka kebunbinatangbebas tempatwisatabebas tapi kenapa mudikdilarang","Negatif"
"1359","bapa ke gue bnrn positif corona ayo gelud bgst","Negatif"
"1360","ada yang ngajak bukber dua angkat kek nya gaada yang inget corona ","Negatif"
"1361","tinggal tunggu waktu sblm sebar lagi krn jaga batas yang plin plan ","Negatif"
"1362","kemarin india yang lagi hecticnya sama corona di negara aja boleh masuk gilir udah ada yang kena malah sambat ","Negatif"
"1363","bismillah corona lenyap ","Positif"
"1364","kalo diinget belum ada corona laku warga indonesia aneh yaa wkwkw main raja kayak ftv indosiar","Negatif"
"1365","gaasik bgt dunia gara gara corona anjg","Negatif"
"1366","saya kok tetap tidak yakin kasus aktif covid turun ya misal berita di bawah ini tingkat jumlah tes tetap penting t selain m diamdiam klaster kantor di jakarta melesat kasus corona naik hampir kali lipat tetap disiplin m ya ","Negatif"
"1367","tanda corona bakal kelar soal semenjak mereka ditangkep corona mulai nyebar tapi gatau balik haha ","Negatif"
"1368","kyaknya org org skrg mulai pda gapeduli pake masker sm protokol lain jdi ujung mereka patuh protokol tuh krn takut sanksi atur bukan krn sadar sendiri takut virus gaksi wkwk udahan dong corona udh muak ini gin terus ","Negatif"
"1369","bismillah corona selesai bulan mei ","Positif"
"1370","beliau sudah isyarat tentang corona yang akan rajalela eh kalian malah menertawakannya salam d itu bandung ","Negatif"
"1371","ini daerah gw corona masih merah aja kapan normal nya ya","Negatif"
"1372","di indonesia aman gamungkin minggu juta kasus tes nya aja ga sampe juta dalam minggu ","Negatif"
"1373","corona kalau tingkat lagi kapan gw bisa heuristik anjirrrrrr hadeh","Negatif"
"1374","orang semangat bgt ngajakin bukber gue mah iya iya aja muka neng tapi dompet gue nangis anjir corona jugaa tidak ada dapat lebih","Negatif"
"1375","corona makin rem aja ya allah capekapan selesai ","Negatif"
"1376","corona yg skrg aja bilang dicovidkan gimana cerita corona yg gak bisa deteksi pcr","Negatif"
"1377","capek banget sama corona ga kelar malah makin parah","Negatif"
"1378","makin sedih baca ini kaya udh capek ngadapin corona di jalan org udh g pakai masker juga ","Negatif"
"1379","pulang kampung ga boleh rekreasi di buka bodoh sih bro corona","Negatif"
"1380","corona akan hilang dari indonesia huru hara akan hilang indonesia akan dai tentram dan adil makmur jika rezim ini sudah punah jika saya bohong kubur saya hidup","Negatif"
"1381","moga semua negara di seluruh belah bumi segera pulih dari corona aku rindu jalan mana mana tanpa rasa was was","Positif"
"1382","bunuh manusia bangkit rasisme corona","Negatif"
"1383","moga corona kelarmenurun mereka ada project lagi gw suka liat mereka bareng bareng ","Positif"
"1384","gara corona dua x lebaran gak bisamudik ","Negatif"
"1385","orang positif corona itu di semangatin bukan di hakimin apalagi di zholimi","Negatif"
"1386","corona udahan keleus gue mau ke jepang gajadi jadi","Negatif"
"1387","temen gue ngajak ribut garagaranya gue nolak dan gamau ajak bukber sama dia eh gue dikatain lebay udah tahu corona masih terus ada ah kalo mukul kagak dosa udah gue tabok kesel demi apa","Negatif"
"1388","yaaa gak do it juga ujungujung nya malah tidur jadi tidak nya biar gak tidur bawa scroll biar ada sedikit ruang buat dengerin dan masuk otak im sorry but thats fact corona fak ","Negatif"
"1389","insentif corona cairr makasih pakde jokowi ","Positif"
"1390","brengsek memang corona ini apalagi tambah orang orang kitar sudah jenuh dengan prokes dan kemudian longgar mulai dari kamu untuk sadar diri tau diri jaga diri tidak untuk orang orang dekat kita","Negatif"
"1391","semenjak pandemi tugas makin berat corona memang brengsek itu paksa kita para kerja untuk di colok hidung tiap bulan hanya untuk tau bahwa kita aman paksa kita untuk pakai masker padahal lipstik kita baru paksa tidak jabat tang padahal mau lebaran","Negatif"
"1392","sedih banget tahun gue bisa bulan x ke sungai trus grgr corona anjing belum bisa ngarung lagi","Negatif"
"1393","lupa dulu lah corona capek gua dengernya","Negatif"
"1394","corona gapercaya babi ngepet percaya ","Negatif"
"1395","bodoh banget osis mau ngadain bukber besaran ntar klo ada yg kena corona hahahihi doang lu","Negatif"
"1396","makanya gak mudah buat punya buku gegara corona pus jadi tutup makin susahhhh aja ","Negatif"
"1397","depok ramenya kaga ada yg bener anjg begal lah gangster lah corona ini lagi babi ngepet hdeh","Negatif"
"1398","ga ada harga diri corona di siantar pantau waktu di supermarket lumayan banyak yang ga make masker dohhh","Negatif"
"1399","iya bener dengan gw di rumah aja pun bisa kena corona apa lagi klo pergi‚ kan udah deh sila jalan terus sama keanticovidan lu itu ga usah ngajak gw ","Negatif"
"1400","ya ampun mulai stress baca berita mutasi virus corona di india sudah masuk ke r mudah allah melindungin kita semua aamiin","Negatif"
"1401","en mudik gue kampret emang corona","Negatif"
"1402","isu corona muat oleh media bisnisdotcom apakah arti virus ini juga masuk bisnis ","Negatif"
"1403","sedih banget ngeliat berita covid di india moga allah cepet angkat corona dari bumi ini aamiin aamiin ","Positif"
"1404","sumpah gua gamau mikirin cuman gua punya sakit gubris om kelar udah corona ajg","Negatif"
"1405","kata barbar plat b padahal bukan jkt corona macet begal ayu tingting reynhard sinaga rian jombang sekarang babi ngepet udah ape udah ett dah lu yak","Negatif"
"1406","pas masih gaji dekat umr ortu masih kalem gilir sekarang makanya lulusin kuliah ikut cpns bla emang tayk corona ","Negatif"
"1407","barusan baca berita tentang corona di india trs sama india yg masuk ke indonesia woy lah gw dah capek kulon plss","Negatif"
"1408","masih ingat bijak planga plongo yg sebab virus corona sebar seluruh juru neger apes bener rakyat py pemimpin kayak gin ","Negatif"
"1409","miss corona updatenya kenceng banget yah untung hiv nggak kayak gin bisa pusing banget kalau update ","Negatif"
"1410","jamaah ke masjid saja gak mau takut kena corona sudah sok bicara halhal besar dalam islam benah halhal dasar ke masjid takut ke kafe tak takut nalar nyungsep","Negatif"
"1411","gaes corona sama batuk gatal beda yaa kenalin dulu gejala ini ada yg batuk malah blg ih corona sedih aing lg ngerasa gatel bgtt tenggorok mana ada alergi jd pas batuk org sini pada ngeliatiin","Negatif"
"1412","kopet jancuk tapi kalo corona ilang judul skripsi harus ganti lol","Negatif"
"1413","australia udh bebas corona indonesia masih nangkepin babi ngepet ","Negatif"
"1414","punya keluarga ajg bgt dah share corona trus bikin nyokap pikir untung lusa dia mau ke aceh kwkwkwkkw","Negatif"
"1415","corona bahaya cuman ga bahaya yg di media ajg","Negatif"
"1416","udah pada gatakut sama corona padahal virus makin rem begini ","Negatif"
"1417","suka bingung sama yg di suruh wfo tapi kata nya takut corona tapi postingan nya jalan jalan dan nongkrong sana sini","Negatif"
"1418","aduh mau pesantren tp yg boleh bw hp dr smp dah ada niat cm gajadi ajg grgr corona alias bye smgt","Negatif"
"1419","padahal emang ngeri aja lamalama di kantor rame reeeek ngeri dah cluster kantor tuh jalan udah ramai kayak dulu before corona astajim","Negatif"
"1420","haaaa kangen bgt event csfaaaaak corona","Negatif"
"1421","kalah corona sama babi ngepet","Negatif"
"1422","tetangga gue batu banget siii dibilangin corona gaboleh bikin acara rame‚ kok ini malah mau bikinpadahal ada yg habis positif‚Ä gur kan parno anjrit","Negatif"
"1423","corona ga ilangilang soal dijadiin bisnis jd lumayan cnh kta mereka yg gpunya hati","Negatif"
"1424","oalah lebih ganas lagi otak manusia ini daripada corona ","Negatif"
"1425","moga keluarga di jogja beri sembuh dari corona ","Positif"
"1426","lama corona gue rasa tambah nggak pintar ","Negatif"
"1427","dari jadi babi ngepet kita ajar kalo congor tetangga emang lebih bahaya dari corona ","Negatif"
"1428","mohon maaf nih corona kasih panggung babi ngepet dulu yaaa indo lagi butuh hibur ","Negatif"
"1429","kimia farma mentang mentang lagi corona halal haram hantem","Negatif"
"1430","corona w udh slese tp hidung w mas g normal g enak bgt ","Negatif"
"1431","orang indonesia udah ditest di satu tempat positif bukan isoman malah nyari test yg negatif di tempat lain yg bisa negatif terus itu mah bukan sekarang beneran positif corona ya tapi emang udah positif dr awal markonah ah e goblok amat sih inhale exhale","Negatif"
"1432","manusia anjing alat tes corona pakai alat bekas makanya demi di negri ini mustahil turun palsu maruk manusiaanjing","Negatif"
"1433","please ayo corona pergi kek ah sebel banget gue kuliah online mana tahun depan dah lulus masa gue kuliah di kampus cuma semester","Negatif"
"1434","anak udah di jakarta umur bulan kantor gua bangrut pusing kan abis punya anak malah jobless tambah nyokap positif corona gua harus balik kampung buat ngerawat nyokap ninggalin anak sama bini","Negatif"
"1435","kenapa ya ada larang mudik ya allah takut corona tapi ngga takut sama allah sedan masalah apa ajha kita bisa mohon kepada allah","Negatif"
"1436","panasin terus boss yg percaya corona jadi males ngikutin atur kalo main mainin gin assuuuu lah ","Negatif"
"1437","udah corona dikomplek gapunya temen tambah gaboleh keluar rumah rasa kayak ga punya temen asal boleh kpopan terus mah gamasalah cuman ya kalo bukber doang gaboleh ya gmn mau punya tmn udah dikeluarin dari circle krn gbs di ajak keluar jalan jalan","Negatif"
"1438","malam nuzulul quran di sambut dgn hujan lebat moga tambah berkah dan sekaligus bawa virus corona hanyut","Positif"
"1439","dunia penuh tipu masuk corona tipa tipu ","Negatif"
"1440","capek gak sih lo pada sama corona astagaaa ya butuh duit tp masa lo sampe daur ulang alat rapid test nyuap sana sini elaahh setaaann lo semua mana org jg udh ga percaya ntar collaps baru dah nangis nangis semua amit amit kesel bgt","Negatif"
"1441","lagi juga ga heran wong kelas mentri aja korupsi bansos corona krocokroconya jadi makin tantang ikutikutan lah","Negatif"
"1442","ini kenapa banyak berita wna masuk indonesia bebas plesiran corona weeeh enak aja bebas test","Negatif"
"1443","indonesia dengan oknum oknum bajing memang harus di hukum mati parah sih pantesan gak kelar kelar corona ","Negatif"
"1444","benar banyak bijak mas mendikbud yg bagus cuma memang perlu waktu dan hambat corona ","Positif"
"1445","jadi alat rapid test yg bekas pakai dan daur ulang di bandara kualanamu tambah makin banyak orang gak percaya ada virus corona wkwk","Negatif"
"1446","tahun yang begitu berat untuk akuampkeluargaku tahun mana ada virus coronadisaat itu usaha juga hancur dan parah lagisampai saat ini masih nganggur","Negatif"
"1447","ini yang tau yang belum tau mungkin banyak kali yaa sebenernya rumor ini itu udah ada waktu tengah corona muncul tapi blm tahu nah sekarang udah tahu coba di cek di semua bandara siapa tau ada juga kan buat kimia farma lu kacau si","Negatif"
"1448","gmn mau bebas corona jika manusia gak akal gin ","Negatif"
"1449"," masih ada aja yg percaya babi ngepet to ga percaya corona chuakksss","Negatif"
"1450","maaf saya makin tidak percaya ada baik atas nama corona","Negatif"
"1451","soksok ngomongin corona masker elu kemane beh ","Negatif"
"1452","untuk kaum yang tidak percaya corona mungkin bisa senyum lihat berita ini ","Negatif"
"1453","corona bau deh lo ah","Negatif"
"1454","asyemmm corona tdk ada arti tadi keluar bentar mau beli jajan eh nyata banyak org yg engga pake masker","Negatif"
"1455","corona lu kapan selesai si anjir","Negatif"
"1456","udah cape cape m eh kena corona gara gara tes antigen ","Negatif"
"1457","gimana coba corona ngak hilang hilang tugas aja main main woeee satgas corona jgn tidur aja kalian dan sibuk nyatet orang mati ","Negatif"
"1458","gimana mo bikin orang percaya corona anjing","Negatif"
"1459","gw om sampean buru corona bangke ","Negatif"
"1460","geli bgt liat org india mandi rame di masa corona gin ewhh","Negatif"
"1461","corona perlu berterimakasih kepada babi ngepet atas prospek korban baru yang tidak patuh protokol sehat","Negatif"
"1462","aku percaya sama corona tapi tidak dengan angka","Negatif"
